pdb_id	Hchain	Lchain	antigen_chain
8dyx	U	V	I
8dyx	W	X	I
8dyx	Y	Z	I
8dyy	H	L	I
8dyy	A	B	I
8dyy	C	D	I
8dyy	E	F	I
8dyy	M	N	I
8dyy	O	P	I
8dyy	Q	R	I
8dyy	S	T	I
8dyy	U	V	I
8dz3	H	L	I
8dz3	A	B	I
8dz3	C	D	I
8dz3	E	F	I
8dz3	M	N	I
8dz3	O	P	I
8dz3	Q	R	I
8dz4	H	L	I
8dz4	A	B	I
8dz4	C	D	I
8dz4	E	F	I
8dz4	M	N	I
8dz4	O	P	I
8dz4	Q	R	I
8dz4	S	T	I
8dz4	U	V	I
8dz4	W	X	I
8dz4	Y	Z	I
8dz5	H	L	I
8dz5	A	B	I
8dz5	C	D	I
8dz5	E	F	I
8dz5	M	N	I
8f0j	N		A | G | B
8f0k	N		A | G | B
8f2a	N		A | B
8f2b	N		A | G | B
8f6x	D	d	B
8f6x	E	e	C
8f6x	F	f	A
8ghr	C		A
8ghr	D		B
8jr9	N		A | B
2ybr	A	B	C
2ybr	D	E	F
2ybr	G	H	I
5xj3	A	B	C
5xj3	D	E	F
5xj3	G	H	I
5xj3	J	K	L
5xj4	H	L	A
4lar	H	h	h
4ffy	H	L	A
1mfa	H	L	A
7yv1	H	L	A
8dzv	A	a	C
8ib1	B	A	C
8dok	C	D	B
8dok	G	H	E | F
8dok	K	L	J
8dok	M	N	A
8dok	O	P	E
8dok	Q	R	I
8dwo	H	L	B | A
8dwo	S	T	G | F
8dwo	U	V	K | J
8eev	H	L	A | G
8eev	S	T	F | K
8eev	U	V	J | B
7yds	B	C	A
7yh6	H	L	A
7yh7	P	Q	B
7yh7	S	R	C
7yh7	V	U	A
8ag1	H	L	A
8ag1	h	l	a
8bvr	B		A
8bvs	B		A
8bvt	B		A
8bw7	B		A
8d0y	D	E	B
8d0y	H	L	G
8dow	C	D	A
8dow	G	H	E
8dow	K	L	I
8dp0	B		A
8dp1	R	M	W
8dp1	E	F	B
8dp1	N	O	J
8dpl	H	h	N
8dpl	C	c	J
8dpl	O	o	E
8dpl	F	G	I
8dpl	A	B	D
8dpl	K	L	M
8dpm	H	h	B
8dpm	C	c	L
8dpm	M	m	G
8dpm	I	J	F
8dpm	D	E	A
8dpm	N	O	K
8eeu	H	L	A | C | D
8el2	H	L	A
8el2	I	K	B
8elj	S	T	B
8elj	U	V	A
8elj	W	X	C
8fsj	H	L	E
8fsj	C	B	E
8ic0	E	e	B | C
8ol9	B	A	H
8omu	B		A
8g4m	D	E	A | C
8g4m	H	L	F | I
8g4m	J	K	B | G
8g4t	H	L	F | I
8g4t	D	E	A | C
8g4t	J	K	B | G
8iuk	E	e	A
8iuk	N		A | B
8ium	E	e	A
8ium	N		A | B
7xd2	D	J	C
7xd2	E	H	B
7xd2	I	L	A
7y58	B		A
7y58	C		A
7y8j	H	L	A
7yd1	A	B	C
7ydh	E	e	A | B
7ydj	E	e	A | B
7ydm	N		A | B
7ydp	D		A | B
8byu	H	L	A
8dmj	D	E	C
8dmj	H	L	B
8gto	H	L	A
8gto	I	M	B
8gto	J	N	C
8gtp	H	L	A
8gtp	I	M	B
8gtp	J	N	C
8gtq	H	L	A
8gtq	I	M	B
8gtq	J	N	C
8iul	E	e	A | B
8ivw	B	C	A
8ivw	E	F	D
8ivw	H	I	G
8ivw	K	L	J
8ivx	H	L	A
8ded	H	L	K | J
8ded	U	V	G | F
8def	S	T	G | F
8def	U	V	K | J
7y35	N		A | B
7y36	N		A | B
7yc5	D		A
7yc5	E		B
7yc5	F		C
7yc5	G		C
7yc5	H		A
7yc5	I		B
7ym8	D		A
7ymh	D		A
7ymj	D		A
8c8t	C	D	A
8c8t	H	K	F
8c8t	R	T	F
8c8t	S	U	G
8cim	D	E	A
8cim	F	G	B
8cim	H	L	C
8de3	B	C	A
8de4	B	C	A
8dul	H	L	A | K
8dun	H	L	G
8dun	I	M	K
8dun	N	O	B
8duz	A	B	F
8duz	C	D	E
8elo	H	L	A
8elo	B		A
8elp	H	L	A
8elp	B		A
8elq	H	L	A
8elq	B		A
8pii	A		B
8dt8	H		A
8dt8	D		A | B
7u0g	N	n	G | E | H
7u0g	O	o	C | D
7u0i	K	k	G | E | H | F
7u0i	N	n	C | D
7u0j	K	k	G | E | H | F
7u0j	N	n	C | B | D
7zoz	H	L	A
8sps	K	k	G | E | L | H | F
8sps	N	n	C | B | D
8spu	N	n	C | B | D | A
8spu	K	k	G | H | F
8e1g	H	L	A
8e1g	V	T	B
8gou	I	J	A
8gou	H	K	C
8jlz	N		A | B
8smt	A	B	C
8smt	D	F	G
8smt	H	L	E
8smt	I	J	K
7ytn	H	L	C
7yve	I	H	C
7yve	L	K	A
7yve	O	N	B
7yvf	C	A	B
7yvg	I	H	B
7yvg	K	J	C
7yvg	M	L	A
7yvh	C	A	B
7yvi	J	H	A
7yvi	O	N	B
7yvi	K	I	C
7yvj	C	A	B
7yvk	H	I	B
7yvk	K	L	C
7yvk	N	O	A
7yvl	A	C	B
7yvm	C	A	B
7yvn	L	K	A
7yvn	O	N	C
7yvn	I		B
7yvo	I	H	A
7yvo	K	J	C
7yvo	M	L	A
7yvo	O	N	C
7yvp	L	M	C
7yvp	P	O	C
7yvp	K	H	A
7yvp	I		A
8deq	H	L	F | D
8der	X	Y	B
8der	H	L	A
8der	W	V	C
8pe9	H	L	A
7y6l	H	L	A
7y6n	H	L	A
8e1m	H	L	C
8e1p	F	I	E
8e1p	H	L	G
8e1p	N	O	M
8e1p	B	A	G
8e1p	D	C	E
8e1p	K	J	M
8e8l	H	L	1 | 2 | 3
8e8r	H	L	1 | 2 | 3
8e8s	H	L	1 | 2 | 3
8e8x	H	L	1 | 2 | 3
8e8y	H	L	1 | 2 | 3
8e8z	H	L	1 | 2 | 3
8fxs	D		A
8fxs	E		B
8fxv	B		A
8h4i	D		A | B
8h4k	N		A | B
8h4l	N		A | B
8hbv	B		A
8hbw	B		A
8hmp	N		A | B
8idn	H	L	A
8ilx	C		A
8ilx	D		B
8im0	B		A
8im1	B		A
8im1	D		C
8im1	F		E
8im1	H		G
8irr	N		A | B
8iru	E	e	A | G | B
8iys	E	e	A | B
8j18	S	s	A | B
8j19	S	s	A | G | B
8j1a	S	s	A | B
8j1n	B		A
8j1q	B	A	C
8j26	B	A	C
8jd5	H	h	A | B
8jd6	D	d	A | B
8scx	H	L	C
7y1b	H	L	A
8aok	B		A
8aom	V		A
8d9y	B	A	I
8d9y	D	C	J
8d9y	F	E	K
8d9y	H	G	L
8d9z	B	A	D
8da0	B	A	E
8da0	D	C	F
8da1	B	A	I
8eoo	A	B	C
8eoo	E	J	D
8eoo	F	K	D
8eoo	H	L	C
8esv	H	L	A
8gw8	N		A | B
8cxc	H	L	M
8cxc	B	A	M
8cxh	H	L	A
8cxh	h	l	C | B
8cxi	H	L	A
8cxi	h	l	C | B
8cyh	H	L	M
8cz8	C	c	E
8cz8	D	d	E
8cz8	A	a	M
8cz8	B	b	M
8dis	H	L	d | D
8dis	A	C	e | E
8dis	B	G	f | F
7wt7	H	D	C
7wt8	H	D	C
7wt8	J	I	A
7wt9	H	A	E
7x3y	H	L	B | C
7xxh	H	h	A | B
7y3g	N		A | B
8a44	C	D	A
8as2	H	L	A | B
8as3	H	L	A | B
8blq	E	C	D
8cxg	H	L	A
8cxg	h	l	C
8cxg	1	2	B
8ejh	H	L	A
8ejh	J	K	C
8ejh	h	l	B
8eji	H	L	A
8ejj	H	L	c
8ejj	I	J	b
8ejj	h	l	a
8ftg	A		B
8ftg	B		B
8ftg	C		D
8ftg	D		D
8ftg	E		F
8ftg	F		F
8ftg	G		G
8ftg	H		G
8g8w	B		A
8g8w	C		A
8irs	E	e	A | B | G
8irt	E	e	A | B | G
8slb	H	L	A
8czz	C	D	B
8czz	G	H	F
8czz	K	L	J
8czz	M	N	A
8czz	O	P	E
8czz	Q	R	I
8hj5	C	c	A
8hj5	E		A | B
8itf	S	s	A
8itf	N		A | B
8iw9	S	s	A
8iw9	N		A | B
7quh	H	L	A
7stf	H	L	A | C
7vzt	B	C	A
7xeg	C	D	A
7xeg	E	F	B
7xei	C	D	A
7xei	E	F	B
7xjf	A	B	C
7xld	B		A
7xli	B		A
7xwo	E	e	F | C
8dww	H	L	N
8dww	V	U	M
8dww	X	W	O
8dww	Z	Y	P
8dwx	H	L	P
8dwx	V	U	M
8dwx	X	W	N
8dwx	Z	Y	O
8dwy	H	L	P
8dwy	V	U	M
8dwy	X	W	N
8dwy	Z	Y	O
8ee0	H	L	A
8ee1	B	C	A
8ee1	G	H	D
8fk5	H	L	I | G | C
8fl1	H	L	I | G | C
8flw	H	L	I | G | C
8g30	E	F	M
8g30	G	I	N
8g30	H	L	O
8g30	J	K	P
8g3m	E	F	G
8g3m	A	D	J
8g3m	C	I	L
8g3n	E	F	G
8g3n	A	D	J
8g3n	B	H	K
8g3n	C	I	L
8g3o	E	F	H
8g3o	A	D	G
8g3o	C	I	B
8g3p	C	I	B
8g3p	F	J	A
8g3p	G	K	D
8g3p	H	L	E
8g3q	C	B	G
8g3q	I	D	E
8g3q	A	L	F
8g3r	C	B	G
8g3v	A	L	G
8g3v	B	M	H
8g3v	C	N	I
8g3v	D	O	J
8g3z	H	L	C
8g3z	E	F	D
8g3z	G	I	A
8g3z	J	K	B
8g40	A	L	G
8g40	B	M	H
8g40	C	N	I
8gnk	H	L	A
8h07	E	J	C
8h07	N	O	C
8h07	G	H	B
8h07	I	K	B
8h07	M	P	A
8h07	Q	R	A
8h08	D	J	C
8h08	N	O	C
8h08	F	H	B
8h08	I	K	B
8h08	L	P	A
8h08	Q	R	A
8iw1	S	s	A | B
8iw4	S	s	A | B
8iw7	S	s	A | B
8op0	A		B
8opi	A		B
8go8	H	L	A | V
8go8	I	M	B | U
8goc	D	E	A | G
8goc	H	L	B | U
8goc	M	N	C | V
8goo	D	E	A | G
8goo	H	L	B | U
8goo	M	N	C | V
8gp3	H	L	A | V
8gp3	I	M	B | U
8i0n	H	L	A | V
8i0n	I	M	B | U
8i0q	H	L	A | V
8i0q	I	M	B | U
8i0z	D	E	A | G
8i0z	H	L	B | U
8i0z	M	N	C | V
8i10	D	E	A | G
8i10	H	L	B | U
8i10	M	N	C | V
7qt0	A	B	A
7qt0	C	D	C
7qt0	E	F	E
7qt0	G	H	G
7qt0	I	J	I
7qt0	K	L	K
7qt2	A	B	A
7qt2	C	D	C
7qt3	A	B	B
7qt3	C	D	C
7qt4	A	B	A
7xsc	A	B	E
7xsc	D	H	F
7y1f	E	e	A | B
8ahn	H	L	A
8av9	H	L	A
8cwi	H	L	A
8cwj	H	L	G
8cwj	A	B	I
8cwj	J	K	G
8cwj	U	V	I
8cwk	H	L	C
8cwk	A	B	C
8dnn	B	C	A
8dnn	E	F	D
8eit	E	e	A | B
8ejc	E	e	A | B
8ejk	E	e	A | C | B
8f60	A	B	C
8f6l	A	B	C
8f6o	A	B	C
8g6i	C	B	A
8gb5	B	C	A
8gb5	F	E	D
8gb5	I	H	G
8gb5	L	K	J
8gb6	H	L	A
8gb7	H	L	A
8gb8	H	L	E
8ghv	S	s	A | B
8ia8	S	s	C | B
7st5	H	L	A
7st5	h	l	F
7trk	H	h	A | B
7trp	H	h	A | B
7trq	H	h	A | B
7trs	H	h	A | B
7yru	H	L	A
7zqt	C	D	A
7zqt	G	H	E
7zqt	B		A
7zqt	F		E
8bse	H	L	A
8bsf	H	L	A
8csj	H	L	A
8csj	D	E	B
8csj	F	G	C
8dn6	C	D	A
8dn6	E	F	B
8dn7	D	H	E
8dn7	A	B	C
8hn6	A	B	E
8hn6	C	D	F
8hn7	B	A	E
8hn7	D	C	F
7xrz	H	L	X
7xrz	B	A	Y
7xsa	B	C	E
7xsa	H	I	J
7xsb	H	L	E
7xsb	D	F	B
7xsb	G	I	A
7xsb	J	K	C
8a99	R	O	A
8a99	S	P	B
8a99	T	Q	C
8cby	H	L	H
8cbz	H	L	H
8cc0	H	L	H
8cc1	H	L	H
8fg0	C	D	P
8fg0	A	B	Q
8g2y	N		A | B
8guq	S	s	A | B
8gur	S	s	A | C | B
8gus	S	s	A | B
8gut	S	s	A | B
8hk2	H	h	B | C
8hk3	H	h	A | B
7uoj	H	L	G
7uoj	h	l	G
7uoj	D	E	A
7uoj	d	e	A
7uoj	K	M	I
7uoj	k	m	I
7xjj	S	s	A | B
8a94	R	O	A
8a94	T	Q	C
8a94	K	E	B
8a96	K	J	C
8bb7	D		B
8bb7	C		A
8bf4	D		F
8bf4	E		F
8bf4	A		C
8bf4	B		C
8dy1	C	c	A
8dy1	D	d	B
8dy5	A	a	C
8dy5	B	b	D
8dzp	E	e	B | C
8dzq	E	e	B | C
8dzr	E	e	B | C
8dzs	E	e	B | C
8f0g	X	Y	C | A
8f0h	B	D	C
8f0h	H	L	C
8fax	A	B	L
8gs9	H	K	A
7uja	B	D	A
7uja	E	F	A | P
7uja	G	H	K
7uja	I	J	K | R
7uja	L	M	C
7uja	N	O	C | Q
8euq	C	D	A | B
8euq	I	H	F | G
8fr6	D	E	A | C
8fr6	H	L	B | G
8fr6	J	K	F | I
8g85	H	L	K | J
8g85	A	C	E | D
8g85	F	I	B | G
8gas	H	L	B | G
8gas	C	A	E | D
8gas	I	F	K | J
7ur6	H	L	B | G
7ur6	D	E	C | A
7ur6	J	K	I | F
7xik	H	L	A
7xil	H	L	A
7xk9	B		A
7xka	B		A
7xs8	A	L	E
8flq	N		A | G | B
8flr	N		A | G | B
8fls	N		A | B
8flt	N		A | B
8flu	N		A | B
8heb	E	D	A
8heb	G	F	B
8heb	I	H	C
8hec	E	D	A
8hec	G	F	B
8hec	I	H	C
8hed	G	F	B
8sbb	B		A
7umn	H	L	A
7umn	I	M	B
7umn	J	N	C
7uow	H	L	A
7uow	J	I	C
7wn2	H	L	R
7wn2	B	C	A
7wnb	H	L	R
7xj6	E	D	A
7xj6	G	F	B
7xj6	K	J	B
7xj6	I	H	C
7xj8	G	F	B
7xj8	I	H	C
7xj8	K	J	B
7xj9	G	F	B
7xj9	I	H	C
7xj9	K	J	B
7yac	S	s	A | B
7yae	S	s	A | C | B
7ykd	S	s	C | B
7yow	H	L	R
7yow	B	A	C
7zjl	j	i	B
7zjl	h	g	A
7zjl	l	k	C
8ct6	H	L	A
8ct6	J	K	C
8dp3	H	L	R
8dto	G	H	E
8dto	C	D	A
8dto	K	L	I
8dy6	C	D	A
8dy6	G	H	E
8dy6	K	L	I
8g94	E	e	B | C
8g9w	H	L	O | E
8g9x	H	L	O | B
8g9y	H	L	D | O | E
8i5h	H	L	R
8i5h	B	C	A
8i5h	E	F	D
8i5i	H	L	R
8san	C	D	A
8san	G	H	E
8san	K	L	I
8saq	C	D	A
8saq	H	I	E
8saq	M	N	K
8sar	C	D	A
8sar	H	I	F
8sar	M	N	K
8sas	C	D	A
8sas	H	I	F
8sas	M	N	K
8sau	C	D	A
8sau	H	I	F
8sau	M	N	K
8sav	C	D	A
8sav	G	H	E
8sav	K	L	I
8saw	C	D	A
8saw	H	I	E
8saw	M	N	K
8sax	C	D	A
8sax	G	H	E
8sax	K	L	I
8say	C	D	A
8say	H	I	F
8say	M	N	K
8saz	C	D	A
8saz	H	I	E
8saz	M	N	K
8sb0	C	D	A
8sb0	H	I	F
8sb0	M	N	K
8sb1	C	D	A
8sb1	H	I	F
8sb1	M	N	K
8sb2	C	D	A
8sb2	H	I	F
8sb2	M	N	K
8sb3	C	D	A
8sb3	H	I	F
8sb3	M	N	K
8sb4	C	D	A
8sb4	H	I	F
8sb4	M	N	K
8sb5	C	D	A
8sb5	H	I	F
8sb5	M	N	K
8d21	H	L	B | A
8d21	E	F	C | D
8d21	J	K	G | I
8dmh	F	E	a | A
8dmh	H	G	b | B
8dmh	J	I	c | C
7txw	H	L	A
7ufn	B	C	F
7ufn	A	D	E
7ufo	H	L	A
7ufq	H	L	A
7ufq	B	D	C
7yit	D		A
8fu6	N		A | B
8gzz	E	D	A
8gzz	G	F	B
8h00	E	D	A
8h00	G	F	B
8h00	I	H	C
8h01	E	D	A
8h01	G	F	B
8h01	I	H	C
8ibu	E	e	A | B
8ibv	E	e	A | B
8itu	E	D	A
8itu	G	F	B
8itu	I	H	C
8ont	B		A
8dcm	A	B	C
7uia	B		A
7uia	E		D
4edw	H	L	V
7upa	H	L	A
7upa	B	E	G
7upa	C	F	D
7uop	H	L	A
7uop	B	E	G
7uop	C	F	D
7up9	H	L	G | A
7upb	B	E	A
7upb	C	F	D
7upb	H	L	G
7upd	B	E	A
7upd	C	F	G
7upd	H	L	D
7upk	H	L	D
7upk	C	F	A
7upk	E	G	B
7ys6	E	e	B | C
8cxr	E		A
8cxr	G		C
8cxr	F		B
8cxr	H		D
8d7e	F	G	C
8d7e	D	E	C
8dk6	H	L	E
8f0l	H	L	P
8f0l	A	B	Q
8f8w	C		B
8f8w	D		A
8f8w	G		F
8f8w	H		E
8f8x	C		B
8f8x	D		A
8fmz	E	e	B | C
8fn0	E	e	B | C
8fn1	E	e	B | C
8i2g	N		A | G | B
8il3	B	A	C
8en1	C		A
8en1	D		B
7yag	C		A
7x93	E	F	G | D
7x94	H	L	A
7x95	H	L	A
7x96	H	L	G
7yah	C		A
7yai	C		A
7yaj	C		A
7yon	S	s	A | B
7yoo	S	s	A | B
8bbn	M	N	Y
8bbn	J	K	X
8bbn	E	F	R
8bbn	H	L	R
8bbn	C	D	Y
8bbn	A	B	X
8bbo	H	L	R
8bcz	H	L	R
8bcz	C	D	R
8bcz	E	F	R
8bcz	A	B	R
8bzy	B		A
8c02	B		A
8c3v	H	L	R
8c3v	A	B	X
8c3v	C	D	Y
8c3v	I		R
8c3v	J		X
8c3v	K		Y
8d0z	H	L	A
8f76	N		X | Y | Z
8gng	H	L	A
8gng	Z	Y	X
8hbd	H	h	A | B
8hcq	E	e	A | B
8hcx	E	e	B | A
8eqb	A		C | B
8eqb	D		F | E
8eqb	G		I | H
8eqb	J		L | K
8emy	G		A
8emy	H		C
8emy	I		F
8emy	J		B
8emy	K		D
8emy	L		E
8en5	E		A
8en5	F		B
8en5	G		C
8en5	H		D
8en6	C		A
8en6	D		B
8en4	C		B
8en4	D		A
7txt	C	D	S
7u8e	H	L	A
7xdl	E	D	B
7xdl	G	F	C
7xdl	I	H	A
7xdl	K	J	C
7xdl	M	L	A
7xdl	P	O	B
8b01	C		B | A
8c3l	B		A
8c3l	D		C
8ek1	A	B	P
8ek1	C	D	P
8ek1	H	L	P
8eka	H	L	P
8eka	A	B	P
8eka	C	D	P
8emz	B		A
8en0	D		A
8en2	C		B
8en2	D		A
8en3	C		A
8en3	D		B
8hix	N		A | B
8hj0	N		A | B
8hj2	N		A | B
8id3	S	s	A | B
8id4	S	s	A | B
8id6	S	s	A | B
8id8	S	s	A | B
8id9	S	s	A | B
7x08	H	L	A
7x08	I	M	B
7x08	J	N	C
6vug	D	C	B
7sof	H	L	A
7v64	B	A	C
7soe	B	L	A
7soe	E	D	C
7soe	H	G	F
7lx3	H	L	A
7lx3	N	M	B
7lx3	P	O	C
7ru8	H	L	C
7s5q	B	C	A
7s5q	H	L	A
7ru5	H	L	A
7ru5	D	E	B
7e9o	H	L	A
7e9o	P	O	B
7e9o	Y	X	C
7ru4	H	L	A
8ekf	H	L	C
7ru6	L		A
7x9y	S	s	A | B | G
7txz	E	F	A
7txz	H	L	B
4q9q	H	L	R
7e9q	H	L	A
7e9q	Y	X	C
7e9q	F	E	B
7v5k	E	D	A
7v5k	G	F	C
7v5k	I	H	B
7mlx	H	L	R
4q9r	H	L	R
7t10	S	s	A | B
7lx2	H	L	A
7lx2	N	M	B
7lx2	P	O	C
7rug	L		A
7wsl	H	L	D
7vkt	E	e	B | D | C
7lxm	H	L	A
7lxm	N	M	C
7lxm	P	O	E
7ty0	J	N	D
7ty0	K	O	C
7ryc	E	e	D | C
7t3m	D	L	A
7t3m	H	J	G
7t3m	I	K	C
7lxn	H	L	A
7lxn	I	M	C
7lxn	J	N	E
7s5p	H	L	A
7ru3	H	L	A
7ru3	E	F	B
7t11	S	s	A | B
7rfp	H	L	A
7rfp	I	M	B
6wjl	H	L	G
6wjl	F	J	E
4cc8	F	J	D
4cc8	H	L	E
4cc8	I	K	G
7xa3	E	e	A | B
7ph4	C		B
7ph4	D		A
7v7k	B	A	C
7s5r	H	L	A
7s5r	B	C	A
8hsc	S	s	A | B
8hsc	F	E	R
7ul0	H	L	A
7ul1	H	L	A
7wp8	D	C	F
7wp8	E	G	F
7wp8	H	L	F
7x63	H	L	R
7x66	H	L	R
8bev	B		A
8bgg	Y		C
8f5n	H	L	A
8ffe	H	L	A
8g59	S	s	A | B
8hs2	B	C	R
8hs3	S	s	A | B | C
8c7h	L	K	I | D | C
7u0q	G	F	A
7u0q	J	I	C
7u0x	F	G	C
7u0x	H	L	A
7wp6	B	I	F
7wp6	D	C	F
7wp6	H	L	F
7wsc	H	L	R
7x2h	A	B	E
7x2h	C	D	F
7x3n	B	A	B
7x3n	D	C	D
7xcz	D	E	A
7xcz	B	C	A
7xda	B	C	A
7xda	D	E	A
7xdb	D	E	A
7xdb	G	F	B
7xdb	I	H	C
7xdk	F	G	A
7xdk	D	E	A
7xdk	K	J	B
7xdk	H	I	B
7xdk	L	M	C
7xdk	N	O	C
7y64	S	s	A | B
7y65	S	s	A | B
7y66	S	s	A | B
7y67	S	s	A | B
7yj4	S	s	T | I
7yk6	S	s	I | T
7yk7	S	s	I | T | G
7zmk	B	C	D
7zmk	E	F	A
7zmk	G	H	I
7zmk	J	K	L
7zmk	M	N	O
7zmk	P	Q	R
7zmk	S	T	U
7zmk	V	W	X
8ath	E	F	B
8ath	H	L	A
8df1	M	N	B
8df1	H	L	A
8df1	O	P	C
8df1	Q	R	D
8df1	S	T	E
8df1	U	V	F
8hmv	N		C | B
7w3z	H	h	B | C
7w40	H	h	B | C | D
7xk2	S	s	A | B | C
7y7j	E	D	A
7y7k	B	C	A
8c8p	H		A
8dg8	H	L	B
8dg9	H	L	A
8dg9	F	G	B
8dg9	D	E	C
8a67	D		A | C | B
8a67	H		E | G | F
7tmw	N		R | B
7u9e	B	b	A
7u9e	H	h	A
7u9w	H	h	A
7ua2	B	b	A
7ua2	H	h	A
7ua8	H	h	A
7ua8	I	i	B
7ubs	H	h	A
7ubs	I	i	B
7ubs	J	j	C
7ubs	K	k	D
7uc8	H	h	A
7uc8	I	i	B
7uc8	J	j	C
7ucq	H	h	A
7ucq	I	i	B
7ucq	J	j	C
7ucq	K	k	D
7ufw	H	h	A
7ufw	I	i	B
7ui1	H	h	A
7ui1	I	i	B
7ui1	J	j	C
7ui1	K	k	D
7urv	D	d	C
7urx	H	L	C
7uvh	A	B	C
7uvh	D	E	F
7uvi	A	B	C
7uvi	D	E	F
7uvo	A	B	C
7uvq	C	B	A
7uvq	D	E	A
7uvs	A	B	C
7uvs	D	E	F
7uxl	F	E	R
7uxl	A	B	R
7wwi	E	D	A
7wwi	G	F	B
7wwi	I	H	C
7wwj	G	F	B
7wwj	I	H	C
7wwk	G	F	B
7wwk	I	H	C
7xv3	N		A | B
8djg	A	B	F
8djg	C	D	E
8hpj	B	C	A
8hpj	E	F	D
8hpk	H	L	A
7pa6	K	k	A
7pa6	L	l	B
7pa6	M	m	C
7pa6	N	n	D
7pa6	O	o	E
7pa6	P	p	F
7pa6	Q	q	G
7pa6	R	r	H
7pa6	S	s	I
7pa6	T	t	J
7paa	A	a	F
7paa	B	b	G
7paa	C	c	H
7paa	D	d	I
7paa	E	e	J
7pa8	Y	F	E
7pa8	H	G	C
7pa8	J	I	B
7pa8	L	K	A
7pa8	N	M	D
7pa9	K	L	D
7pa9	M	N	A
7pa9	O	P	B
7pa9	Q	R	E
7pa9	T	S	I
7pa9	X	U	G
7pa9	V	W	J
7pa9	Y	Z	F
7pa9	b	a	H
7pa9	c	d	C
7uhz	H	L	A
7uhz	I	M	B
7uhz	J	N	C
7ui0	H	L	A
7ui0	I	M	B
7ui0	J	N	C
7yue	A	a	C
7z2m	B	A	K
7z2m	D	C	G
7z2m	F	E	J
7z2m	H	L	I
7z3w	H	L	H
7z4t	H	L	I
8dqu	A		C
8dqu	B		F
8f6e	D	C	A
8f6e	F	E	B
8f6f	D	C	A
8f6f	F	E	B
8f6h	D	C	A
8f6h	F	E	B
8f6i	F	E	B
8f6i	D	C	A
8f6j	F	E	B
8f6j	D	C	A
8h3x	A		C
8h3y	D		B
8h3y	E		C
8h3y	F		A
8h8j	H	h	A | B | G
7qvk	B		A
7wn0	B		A
7wn1	C		A
7wr9	A	B	F
7x8p	C	B	A
7x8p	F	E	D
7x8t	C	B	A
7x8t	F	E	D
7x8t	I	H	G
7x8t	L	K	J
7yck	C	D	A
7yck	E	F	B
7ycl	A	B	R
7ycl	H	L	D
7ycn	K	L	J
7ycn	E	F	A
7ycn	C	D	B
7ycn	H	I	G
7yzj	H	L	E
8d0a	H	L	A
8d1t	H	L	A
8dtn	A		B
8dtn	C		D
8dtn	E		F
8dtn	G		H
8dtu	A		C | B
8fe3	H	L	B
8fe3	M	N	D
8fe3	O	P	F
8fe4	H	L	B
8fe4	M	N	D
8fe4	O	P	F
8hhx	F	G	B
8hhx	H		C
8hhy	H	L	A
8hhy	F		B
8hhy	G		C
8hhz	E	F	B
8hhz	G	H	A
8hhz	I	J	C
8hit	A	B	C
7ts0	H	h	A | B
7tn9	A	B	U
7tn9	Q	R	V
7tn9	M	N	W | X
7tn9	E	F	S
7tn9	G	H	T
7tn9	O	P	V
7tn9	I	J	U
7tn9	C	D	T
7yxu	H	L	A
8de6	E	F	A | C
8de6	B	I	G
7t5o	H	L	C
7t8x	E	e	B | C
7t90	E	e	B | C
7t94	E	e	B | C
7t96	E	e	B | C
7wn8	H	L	A
7wn8	P	Q	C
7wqv	B	b	A
7wqv	D	d	C
7wqv	F	f	E
7wqv	H	h	G
7wqv	J	j	I
7wqv	L	l	K
7wqv	N	n	M
7wqv	P	p	O
8be1	A	B	C
8be1	D	E	F
8d48	H	L	A
8db4	A	B	E
8db4	C	D	E
8db4	G	H	F
8db4	I	J	F
8dgu	H	L	A
8dgv	H	L	A
8dgw	H	L	G
8dgw	A	B	I
8dgw	C	D	J
8dgw	E	F	K
8dgx	H	L	C
8dgx	A	B	D
8dl6	D	C	A
8dm3	H	L	A
8dm3	M	N	B
8dm3	P	Q	C
8dm4	H	L	A
8epa	H	L	I
8epa	A	B	I
8hc2	H	L	B
8hc3	H	L	B
8hc3	D	E	A
8hc4	D	E	A
8hc4	F	J	A
8hc4	H	L	B
8hc4	K	M	B
8hc4	G	I	C
8hc4	N	O	C
8hc5	H	L	C
8hc5	D	E	C
8hc6	H	L	C
8hc7	H	L	C
8hc8	H	L	C
8hc9	D	E	B
8hc9	F	G	A
8hc9	H	L	C
8hca	D	E	B
8hca	F	G	A
8hca	H	L	C
8hcb	D	E	B
8hcb	F	G	A
8hcb	H	L	C
7wvd	G	H	D | C
7wvd	I	J	F | A | E
7ucx	H	L	B
7wh8	B	A	C
7whb	D	E	A
7whb	G	H	C
7whb	J	K	B
7whd	D	E	C
7whd	G	H	A
7whd	J	K	B
7wvg	C	D	B | A
7x25	A	C	G
7x25	E	F	J
7x25	H	K	I
7x28	C	D	F
7x28	H	K	G
7x8q	C	B	A
7x8q	F	E	D
8bpk	B		A
8dxt	H	L	R
8dxu	H	L	R
8dxu	A	B	R
8e0e	B		A
8fbw	C	D	E
8fbw	A	B	F
8gni	C		A
8gnj	C		A
8gq5	a		A
8gq5	b		B
8gq5	c		C
8gq5	d		D
8gq5	e		E
8gq5	f		F
8gq5	g		G
8gq5	h		H
8gq5	i		I
8gq5	j		J
8gq5	k		K
8gq5	l		L
8gq5	m		M
8gq5	n		N
8gq5	o		O
8gq5	p		P
